"lakemodel","GCM","RCP","Year","MeanLatitude","MinimumLatitude"
"clm45","gfdl-esm2m","rcp85",1985,56.1050572418864,30.25
"clm45","hadgem2-es","rcp26",1985,55.4515881708653,30.25
"clm45","hadgem2-es","rcp60",1985,55.4515881708653,30.25
"clm45","hadgem2-es","rcp85",1985,55.4515881708653,30.25
"clm45","ipsl-cm5a-lr","rcp26",1985,55.2055886102847,30.25
"clm45","ipsl-cm5a-lr","rcp60",1985,55.2055886102847,30.25
"clm45","ipsl-cm5a-lr","rcp85",1985,55.2055886102847,30.25
"clm45","miroc5","rcp26",1985,55.2304725428849,30.25
"clm45","miroc5","rcp60",1985,55.2304725428849,30.25
"clm45","miroc5","rcp85",1985,55.2304725428849,30.25
"lake","gfdl-esm2m","rcp26",1985,56.6131959254087,30.2499923706055
"lake","gfdl-esm2m","rcp60",1985,56.6131959254087,30.2499923706055
"lake","gfdl-esm2m","rcp85",1985,56.6131959254087,30.2499923706055
"lake","hadgem2-es","rcp26",1985,56.6350504601063,30.2499923706055
"lake","hadgem2-es","rcp60",1985,56.6350504601063,30.2499923706055
"lake","hadgem2-es","rcp85",1985,56.6350504601063,30.2499923706055
"lake","ipsl-cm5a-lr","rcp26",1985,56.9665054818741,30.2499923706055
"lake","ipsl-cm5a-lr","rcp60",1985,56.9665054818741,30.2499923706055
"lake","ipsl-cm5a-lr","rcp85",1985,56.9665054818741,30.2499923706055
"lake","miroc5","rcp26",1985,55.7212489798979,30.2499923706055
"lake","miroc5","rcp60",1985,55.7212489798979,30.2499923706055
"simstrat-uog","gfdl-esm2m","rcp26",1985,57.9775643922277,30.25
"simstrat-uog","gfdl-esm2m","rcp60",1985,57.9775643922277,30.25
"simstrat-uog","gfdl-esm2m","rcp85",1985,57.9775643922277,30.25
"simstrat-uog","hadgem2-es","rcp26",1985,57.3322179732314,30.25
"simstrat-uog","hadgem2-es","rcp60",1985,57.3322179732314,30.25
"simstrat-uog","hadgem2-es","rcp85",1985,57.3322179732314,30.25
"simstrat-uog","ipsl-cm5a-lr","rcp26",1985,57.1454910380881,30.25
"simstrat-uog","ipsl-cm5a-lr","rcp60",1985,57.1454910380881,30.25
"simstrat-uog","ipsl-cm5a-lr","rcp85",1985,57.1454910380881,30.25
"simstrat-uog","miroc5","rcp26",1985,56.8653475368746,30.25
"simstrat-uog","miroc5","rcp60",1985,56.8653475368746,30.25
"simstrat-uog","miroc5","rcp85",1985,56.8653475368746,30.25
"albm","gfdl-esm2m","rcp26",1986,58.1221562125817,30.25
"albm","gfdl-esm2m","rcp60",1986,58.1221562125817,30.25
"albm","gfdl-esm2m","rcp85",1986,58.1221562125817,30.25
"albm","hadgem2-es","rcp26",1986,58.0033454406423,30.25
"albm","hadgem2-es","rcp60",1986,58.0033454406423,30.25
"albm","hadgem2-es","rcp85",1986,58.0033454406423,30.25
"albm","ipsl-cm5a-lr","rcp26",1986,57.6606544026061,30.25
"albm","ipsl-cm5a-lr","rcp60",1986,57.6606544026061,30.25
"albm","ipsl-cm5a-lr","rcp85",1986,57.6606544026061,30.25
"albm","miroc5","rcp26",1986,57.8013043478261,30.25
"albm","miroc5","rcp60",1986,57.8013043478261,30.25
"albm","miroc5","rcp85",1986,57.8013043478261,30.25
"clm45","gfdl-esm2m","rcp26",1986,55.9015378844711,30.25
"clm45","gfdl-esm2m","rcp60",1986,55.9015378844711,30.25
"clm45","gfdl-esm2m","rcp85",1986,55.9015378844711,30.25
"clm45","hadgem2-es","rcp26",1986,56.3667756436453,30.25
"clm45","hadgem2-es","rcp60",1986,56.3667756436453,30.25
"clm45","hadgem2-es","rcp85",1986,56.3667756436453,30.25
"clm45","ipsl-cm5a-lr","rcp26",1986,55.5806975736568,30.25
"clm45","ipsl-cm5a-lr","rcp60",1986,55.5806975736568,30.25
"clm45","ipsl-cm5a-lr","rcp85",1986,55.5806975736568,30.25
"clm45","miroc5","rcp26",1986,55.223021978022,30.25
"clm45","miroc5","rcp60",1986,55.223021978022,30.25
"clm45","miroc5","rcp85",1986,55.223021978022,30.25
"lake","gfdl-esm2m","rcp26",1986,57.172396166072,30.2499923706055
"lake","gfdl-esm2m","rcp60",1986,57.172396166072,30.2499923706055
"lake","gfdl-esm2m","rcp85",1986,57.172396166072,30.2499923706055
"lake","hadgem2-es","rcp26",1986,57.3211303699796,30.2499923706055
"lake","hadgem2-es","rcp60",1986,57.3211303699796,30.2499923706055
"lake","hadgem2-es","rcp85",1986,57.3211303699796,30.2499923706055
"lake","ipsl-cm5a-lr","rcp26",1986,56.0769219102044,30.2499923706055
"lake","ipsl-cm5a-lr","rcp60",1986,56.0769219102044,30.2499923706055
"lake","ipsl-cm5a-lr","rcp85",1986,56.0769219102044,30.2499923706055
"lake","miroc5","rcp26",1986,55.9684030890162,30.2499923706055
"lake","miroc5","rcp60",1986,55.9684030890162,30.2499923706055
"simstrat-uog","gfdl-esm2m","rcp26",1986,57.5540827899064,30.25
"simstrat-uog","gfdl-esm2m","rcp60",1986,57.5540827899064,30.25
"simstrat-uog","gfdl-esm2m","rcp85",1986,57.5540827899064,30.25
"simstrat-uog","hadgem2-es","rcp26",1986,57.8237913486005,30.25
"simstrat-uog","hadgem2-es","rcp60",1986,57.8237913486005,30.25
"simstrat-uog","hadgem2-es","rcp85",1986,57.8237913486005,30.25
"simstrat-uog","ipsl-cm5a-lr","rcp26",1986,57.051219394174,30.25
"simstrat-uog","ipsl-cm5a-lr","rcp60",1986,57.051219394174,30.25
"simstrat-uog","ipsl-cm5a-lr","rcp85",1986,57.051219394174,30.25
"simstrat-uog","miroc5","rcp26",1986,57.1470703125,30.25
"simstrat-uog","miroc5","rcp60",1986,57.1470703125,30.25
"simstrat-uog","miroc5","rcp85",1986,57.1470703125,30.25
"albm","gfdl-esm2m","rcp26",1987,58.5357079053149,30.25
"albm","gfdl-esm2m","rcp60",1987,58.5357079053149,30.25
"albm","gfdl-esm2m","rcp85",1987,58.5357079053149,30.25
"albm","hadgem2-es","rcp26",1987,57.6604761022601,30.25
"albm","hadgem2-es","rcp60",1987,57.6604761022601,30.25
"albm","hadgem2-es","rcp85",1987,57.6604761022601,30.25
"albm","ipsl-cm5a-lr","rcp26",1987,58.651745546158,30.25
"albm","ipsl-cm5a-lr","rcp60",1987,58.651745546158,30.25
"albm","ipsl-cm5a-lr","rcp85",1987,58.651745546158,30.25
"albm","miroc5","rcp26",1987,58.0655446086481,30.25
"albm","miroc5","rcp60",1987,58.0655446086481,30.25
"albm","miroc5","rcp85",1987,58.0655446086481,30.25
"clm45","gfdl-esm2m","rcp26",1987,56.5351519127889,30.25
"clm45","gfdl-esm2m","rcp60",1987,56.5351519127889,30.25
"clm45","gfdl-esm2m","rcp85",1987,56.5351519127889,30.25
"clm45","hadgem2-es","rcp26",1987,55.4974511469839,30.25
"clm45","hadgem2-es","rcp60",1987,55.4974511469839,30.25
"clm45","hadgem2-es","rcp85",1987,55.4974511469839,30.25
"clm45","ipsl-cm5a-lr","rcp26",1987,56.5658987341772,30.25
"clm45","ipsl-cm5a-lr","rcp60",1987,56.5658987341772,30.25
"clm45","ipsl-cm5a-lr","rcp85",1987,56.5658987341772,30.25
"clm45","miroc5","rcp26",1987,55.4785578144854,30.25
"clm45","miroc5","rcp60",1987,55.4785578144854,30.25
"clm45","miroc5","rcp85",1987,55.4785578144854,30.25
"lake","gfdl-esm2m","rcp26",1987,56.6768454265222,30.2499923706055
"lake","gfdl-esm2m","rcp60",1987,56.6768454265222,30.2499923706055
"lake","gfdl-esm2m","rcp85",1987,56.6768454265222,30.2499923706055
"lake","hadgem2-es","rcp26",1987,56.1815513059667,30.2499923706055
"lake","hadgem2-es","rcp60",1987,56.1815513059667,30.2499923706055
"lake","hadgem2-es","rcp85",1987,56.1815513059667,30.2499923706055
"lake","ipsl-cm5a-lr","rcp26",1987,57.4083979881189,30.2499923706055
"lake","ipsl-cm5a-lr","rcp60",1987,57.4083979881189,30.2499923706055
"lake","ipsl-cm5a-lr","rcp85",1987,57.4083979881189,30.2499923706055
"lake","miroc5","rcp26",1987,56.3965459811088,30.2499923706055
"lake","miroc5","rcp60",1987,56.3965459811088,30.2499923706055
"simstrat-uog","gfdl-esm2m","rcp26",1987,58.1549795845908,30.25
"simstrat-uog","gfdl-esm2m","rcp60",1987,58.1549795845908,30.25
"simstrat-uog","gfdl-esm2m","rcp85",1987,58.1549795845908,30.25
"simstrat-uog","hadgem2-es","rcp26",1987,56.9568252326784,30.25
"simstrat-uog","hadgem2-es","rcp60",1987,56.9568252326784,30.25
"simstrat-uog","hadgem2-es","rcp85",1987,56.9568252326784,30.25
"simstrat-uog","ipsl-cm5a-lr","rcp26",1987,58.4677584214736,30.25
"simstrat-uog","ipsl-cm5a-lr","rcp60",1987,58.4677584214736,30.25
"simstrat-uog","ipsl-cm5a-lr","rcp85",1987,58.4677584214736,30.25
"simstrat-uog","miroc5","rcp26",1987,57.4251933650172,30.25
"simstrat-uog","miroc5","rcp60",1987,57.4251933650172,30.25
"simstrat-uog","miroc5","rcp85",1987,57.4251933650172,30.25
"albm","gfdl-esm2m","rcp26",1988,58.2085739162313,30.25
"albm","gfdl-esm2m","rcp60",1988,58.2085739162313,30.25
"albm","gfdl-esm2m","rcp85",1988,58.2085739162313,30.25
"albm","hadgem2-es","rcp26",1988,58.3567339763815,30.25
"albm","hadgem2-es","rcp60",1988,58.3567339763815,30.25
"albm","hadgem2-es","rcp85",1988,58.3567339763815,30.25
"albm","ipsl-cm5a-lr","rcp26",1988,58.1639828597203,30.25
"albm","ipsl-cm5a-lr","rcp60",1988,58.1639828597203,30.25
"albm","ipsl-cm5a-lr","rcp85",1988,58.1639828597203,30.25
"albm","miroc5","rcp26",1988,58.382303802041,30.25
"albm","miroc5","rcp60",1988,58.382303802041,30.25
"albm","miroc5","rcp85",1988,58.382303802041,30.25
"clm45","gfdl-esm2m","rcp26",1988,55.4111767255391,30.25
"clm45","gfdl-esm2m","rcp60",1988,55.4111767255391,30.25
"clm45","gfdl-esm2m","rcp85",1988,55.4111767255391,30.25
"clm45","hadgem2-es","rcp26",1988,56.6884146940379,30.25
"clm45","hadgem2-es","rcp60",1988,56.6884146940379,30.25
"clm45","hadgem2-es","rcp85",1988,56.6884146940379,30.25
"clm45","ipsl-cm5a-lr","rcp26",1988,55.634502617801,30.25
"clm45","ipsl-cm5a-lr","rcp60",1988,55.634502617801,30.25
"clm45","ipsl-cm5a-lr","rcp85",1988,55.634502617801,30.25
"clm45","miroc5","rcp26",1988,56.0105494046376,30.25
"clm45","miroc5","rcp60",1988,56.0105494046376,30.25
"clm45","miroc5","rcp85",1988,56.0105494046376,30.25
"lake","gfdl-esm2m","rcp26",1988,56.2929306642121,30.2499923706055
"lake","gfdl-esm2m","rcp60",1988,56.2929306642121,30.2499923706055
"lake","gfdl-esm2m","rcp85",1988,56.2929306642121,30.2499923706055
"lake","hadgem2-es","rcp26",1988,57.4587326536431,30.2499923706055
"lake","hadgem2-es","rcp60",1988,57.4587326536431,30.2499923706055
"lake","hadgem2-es","rcp85",1988,57.4587326536431,30.2499923706055
"lake","ipsl-cm5a-lr","rcp26",1988,56.5560907171805,30.2499923706055
"lake","ipsl-cm5a-lr","rcp60",1988,56.5560907171805,30.2499923706055
"lake","ipsl-cm5a-lr","rcp85",1988,56.5560907171805,30.2499923706055
"lake","miroc5","rcp26",1988,56.4720755225428,30.2499923706055
"lake","miroc5","rcp60",1988,56.4720755225428,30.2499923706055
"simstrat-uog","gfdl-esm2m","rcp26",1988,57.247258560985,30.25
"simstrat-uog","gfdl-esm2m","rcp60",1988,57.247258560985,30.25
"simstrat-uog","gfdl-esm2m","rcp85",1988,57.247258560985,30.25
"simstrat-uog","hadgem2-es","rcp26",1988,57.906710347944,30.25
"simstrat-uog","hadgem2-es","rcp60",1988,57.906710347944,30.25
"simstrat-uog","hadgem2-es","rcp85",1988,57.906710347944,30.25
"simstrat-uog","ipsl-cm5a-lr","rcp26",1988,57.1718410358189,30.25
"simstrat-uog","ipsl-cm5a-lr","rcp60",1988,57.1718410358189,30.25
"simstrat-uog","ipsl-cm5a-lr","rcp85",1988,57.1718410358189,30.25
"simstrat-uog","miroc5","rcp26",1988,57.8874680306905,30.25
"simstrat-uog","miroc5","rcp60",1988,57.8874680306905,30.25
"simstrat-uog","miroc5","rcp85",1988,57.8874680306905,30.25
"albm","gfdl-esm2m","rcp26",1989,58.2777187471126,30.25
"albm","gfdl-esm2m","rcp60",1989,58.2777187471126,30.25
"albm","gfdl-esm2m","rcp85",1989,58.2777187471126,30.25
"albm","hadgem2-es","rcp26",1989,58.4677533664068,30.25
"albm","hadgem2-es","rcp60",1989,58.4677533664068,30.25
"albm","hadgem2-es","rcp85",1989,58.4677533664068,30.25
"albm","ipsl-cm5a-lr","rcp26",1989,58.0910495250392,30.25
"albm","ipsl-cm5a-lr","rcp60",1989,58.0910495250392,30.25
"albm","ipsl-cm5a-lr","rcp85",1989,58.0910495250392,30.25
"albm","miroc5","rcp26",1989,57.9828954828955,30.25
"albm","miroc5","rcp60",1989,57.9828954828955,30.25
"albm","miroc5","rcp85",1989,57.9828954828955,30.25
"clm45","gfdl-esm2m","rcp26",1989,56.3299248747913,30.25
"clm45","gfdl-esm2m","rcp60",1989,56.3299248747913,30.25
"clm45","gfdl-esm2m","rcp85",1989,56.3299248747913,30.25
"clm45","hadgem2-es","rcp26",1989,56.2463838239788,30.25
"clm45","hadgem2-es","rcp60",1989,56.2463838239788,30.25
"clm45","hadgem2-es","rcp85",1989,56.2463838239788,30.25
"clm45","ipsl-cm5a-lr","rcp26",1989,56.0800721983886,30.25
"clm45","ipsl-cm5a-lr","rcp60",1989,56.0800721983886,30.25
"clm45","ipsl-cm5a-lr","rcp85",1989,56.0800721983886,30.25
"clm45","miroc5","rcp26",1989,55.5675993867046,30.25
"clm45","miroc5","rcp60",1989,55.5675993867046,30.25
"clm45","miroc5","rcp85",1989,55.5675993867046,30.25
"lake","gfdl-esm2m","rcp26",1989,56.9832049052463,30.2499923706055
"lake","gfdl-esm2m","rcp60",1989,56.9832049052463,30.2499923706055
"lake","gfdl-esm2m","rcp85",1989,56.9832049052463,30.2499923706055
"lake","hadgem2-es","rcp26",1989,57.189473638617,30.2499923706055
"lake","hadgem2-es","rcp60",1989,57.189473638617,30.2499923706055
"lake","hadgem2-es","rcp85",1989,57.189473638617,30.2499923706055
"lake","ipsl-cm5a-lr","rcp26",1989,56.7552438028143,30.2499923706055
"lake","ipsl-cm5a-lr","rcp60",1989,56.7552438028143,30.2499923706055
"lake","ipsl-cm5a-lr","rcp85",1989,56.7552438028143,30.2499923706055
"lake","miroc5","rcp26",1989,56.3457658005049,30.2499923706055
"lake","miroc5","rcp60",1989,56.3457658005049,30.2499923706055
"simstrat-uog","gfdl-esm2m","rcp26",1989,58.09037794413,30.25
"simstrat-uog","gfdl-esm2m","rcp60",1989,58.09037794413,30.25
"simstrat-uog","gfdl-esm2m","rcp85",1989,58.09037794413,30.25
"simstrat-uog","hadgem2-es","rcp26",1989,57.7371771470293,30.25
"simstrat-uog","hadgem2-es","rcp60",1989,57.7371771470293,30.25
"simstrat-uog","hadgem2-es","rcp85",1989,57.7371771470293,30.25
"simstrat-uog","ipsl-cm5a-lr","rcp26",1989,57.5531595724733,30.25
"simstrat-uog","ipsl-cm5a-lr","rcp60",1989,57.5531595724733,30.25
"simstrat-uog","ipsl-cm5a-lr","rcp85",1989,57.5531595724733,30.25
"simstrat-uog","miroc5","rcp26",1989,57.3422219044896,30.25
"simstrat-uog","miroc5","rcp60",1989,57.3422219044896,30.25
"simstrat-uog","miroc5","rcp85",1989,57.3422219044896,30.25
"albm","gfdl-esm2m","rcp26",1990,58.1885508592661,30.25
"albm","gfdl-esm2m","rcp60",1990,58.1885508592661,30.25
"albm","gfdl-esm2m","rcp85",1990,58.1885508592661,30.25
"albm","hadgem2-es","rcp26",1990,57.8891470749043,30.25
"albm","hadgem2-es","rcp60",1990,57.8891470749043,30.25
"albm","hadgem2-es","rcp85",1990,57.8891470749043,30.25
"albm","ipsl-cm5a-lr","rcp26",1990,58.0224194640611,30.25
"albm","ipsl-cm5a-lr","rcp60",1990,58.0224194640611,30.25
"albm","ipsl-cm5a-lr","rcp85",1990,58.0224194640611,30.25
"albm","miroc5","rcp26",1990,57.9906188281764,30.25
"albm","miroc5","rcp60",1990,57.9906188281764,30.25
"albm","miroc5","rcp85",1990,57.9906188281764,30.25
"clm45","gfdl-esm2m","rcp26",1990,56.1783294516197,30.25
"clm45","gfdl-esm2m","rcp60",1990,56.1783294516197,30.25
"clm45","gfdl-esm2m","rcp85",1990,56.1783294516197,30.25
"clm45","hadgem2-es","rcp26",1990,56.4637599371872,30.25
"clm45","hadgem2-es","rcp60",1990,56.4637599371872,30.25
"clm45","hadgem2-es","rcp85",1990,56.4637599371872,30.25
"clm45","ipsl-cm5a-lr","rcp26",1990,56.1427733958644,30.25
"clm45","ipsl-cm5a-lr","rcp60",1990,56.1427733958644,30.25
"clm45","ipsl-cm5a-lr","rcp85",1990,56.1427733958644,30.25
"clm45","miroc5","rcp26",1990,55.9932504535268,30.25
"clm45","miroc5","rcp60",1990,55.9932504535268,30.25
"clm45","miroc5","rcp85",1990,55.9932504535268,30.25
"lake","gfdl-esm2m","rcp26",1990,56.6104806065494,30.2499923706055
"lake","gfdl-esm2m","rcp60",1990,56.6104806065494,30.2499923706055
"lake","gfdl-esm2m","rcp85",1990,56.6104806065494,30.2499923706055
"lake","hadgem2-es","rcp26",1990,57.0926224576676,30.2499923706055
"lake","hadgem2-es","rcp60",1990,57.0926224576676,30.2499923706055
"lake","hadgem2-es","rcp85",1990,57.0926224576676,30.2499923706055
"lake","ipsl-cm5a-lr","rcp26",1990,56.8053129405075,30.2499923706055
"lake","ipsl-cm5a-lr","rcp60",1990,56.8053129405075,30.2499923706055
"lake","ipsl-cm5a-lr","rcp85",1990,56.8053129405075,30.2499923706055
"lake","miroc5","rcp26",1990,56.5470058264637,30.2499923706055
"lake","miroc5","rcp60",1990,56.5470058264637,30.2499923706055
"simstrat-uog","gfdl-esm2m","rcp26",1990,57.8111413043478,30.25
"simstrat-uog","gfdl-esm2m","rcp60",1990,57.8111413043478,30.25
"simstrat-uog","gfdl-esm2m","rcp85",1990,57.8111413043478,30.25
"simstrat-uog","hadgem2-es","rcp26",1990,57.6851121076233,30.25
"simstrat-uog","hadgem2-es","rcp60",1990,57.6851121076233,30.25
"simstrat-uog","hadgem2-es","rcp85",1990,57.6851121076233,30.25
"simstrat-uog","ipsl-cm5a-lr","rcp26",1990,57.5436203676398,30.25
"simstrat-uog","ipsl-cm5a-lr","rcp60",1990,57.5436203676398,30.25
"simstrat-uog","ipsl-cm5a-lr","rcp85",1990,57.5436203676398,30.25
"simstrat-uog","miroc5","rcp26",1990,57.1217606330366,30.25
"simstrat-uog","miroc5","rcp60",1990,57.1217606330366,30.25
"simstrat-uog","miroc5","rcp85",1990,57.1217606330366,30.25
"albm","gfdl-esm2m","rcp26",1991,57.7920556250602,30.25
"albm","gfdl-esm2m","rcp60",1991,57.7920556250602,30.25
"albm","gfdl-esm2m","rcp85",1991,57.7920556250602,30.25
"albm","hadgem2-es","rcp26",1991,58.1523467070401,30.25
"albm","hadgem2-es","rcp60",1991,58.1523467070401,30.25
"albm","hadgem2-es","rcp85",1991,58.1523467070401,30.25
"albm","ipsl-cm5a-lr","rcp26",1991,58.2827292899408,30.25
"albm","ipsl-cm5a-lr","rcp60",1991,58.2827292899408,30.25
"albm","ipsl-cm5a-lr","rcp85",1991,58.2827292899408,30.25
"albm","miroc5","rcp26",1991,58.0649477806788,30.25
"albm","miroc5","rcp60",1991,58.0649477806788,30.25
"albm","miroc5","rcp85",1991,58.0649477806788,30.25
"clm45","gfdl-esm2m","rcp26",1991,55.502656302427,30.25
"clm45","gfdl-esm2m","rcp60",1991,55.502656302427,30.25
"clm45","gfdl-esm2m","rcp85",1991,55.502656302427,30.25
"clm45","hadgem2-es","rcp26",1991,56.394566353187,30.25
"clm45","hadgem2-es","rcp60",1991,56.394566353187,30.25
"clm45","hadgem2-es","rcp85",1991,56.394566353187,30.25
"clm45","ipsl-cm5a-lr","rcp26",1991,56.5630368873168,30.25
"clm45","ipsl-cm5a-lr","rcp60",1991,56.5630368873168,30.25
"clm45","ipsl-cm5a-lr","rcp85",1991,56.5630368873168,30.25
"clm45","miroc5","rcp26",1991,56.3718963931746,30.25
"clm45","miroc5","rcp60",1991,56.3718963931746,30.25
"clm45","miroc5","rcp85",1991,56.3718963931746,30.25
"lake","gfdl-esm2m","rcp26",1991,54.9578222103095,30.2499923706055
"lake","gfdl-esm2m","rcp60",1991,54.9578222103095,30.2499923706055
"lake","gfdl-esm2m","rcp85",1991,54.9578222103095,30.2499923706055
"lake","hadgem2-es","rcp26",1991,57.077243631741,30.2499923706055
"lake","hadgem2-es","rcp60",1991,57.077243631741,30.2499923706055
"lake","hadgem2-es","rcp85",1991,57.077243631741,30.2499923706055
"lake","ipsl-cm5a-lr","rcp26",1991,57.0202876684756,30.2499923706055
"lake","ipsl-cm5a-lr","rcp60",1991,57.0202876684756,30.2499923706055
"lake","ipsl-cm5a-lr","rcp85",1991,57.0202876684756,30.2499923706055
"lake","miroc5","rcp26",1991,56.8030769424006,30.2499923706055
"lake","miroc5","rcp60",1991,56.8030769424006,30.2499923706055
"simstrat-uog","gfdl-esm2m","rcp26",1991,56.8201895116815,30.25
"simstrat-uog","gfdl-esm2m","rcp60",1991,56.8201895116815,30.25
"simstrat-uog","gfdl-esm2m","rcp85",1991,56.8201895116815,30.25
"simstrat-uog","hadgem2-es","rcp26",1991,57.7411440880804,30.25
"simstrat-uog","hadgem2-es","rcp60",1991,57.7411440880804,30.25
"simstrat-uog","hadgem2-es","rcp85",1991,57.7411440880804,30.25
"simstrat-uog","ipsl-cm5a-lr","rcp26",1991,57.8430275740414,30.25
"simstrat-uog","ipsl-cm5a-lr","rcp60",1991,57.8430275740414,30.25
"simstrat-uog","ipsl-cm5a-lr","rcp85",1991,57.8430275740414,30.25
"simstrat-uog","miroc5","rcp26",1991,57.7047231270358,30.25
"simstrat-uog","miroc5","rcp60",1991,57.7047231270358,30.25
"simstrat-uog","miroc5","rcp85",1991,57.7047231270358,30.25
"albm","gfdl-esm2m","rcp26",1992,58.4131512529295,30.25
"albm","gfdl-esm2m","rcp60",1992,58.4131512529295,30.25
"albm","gfdl-esm2m","rcp85",1992,58.4131512529295,30.25
"albm","hadgem2-es","rcp26",1992,57.9866607691591,30.25
"albm","hadgem2-es","rcp60",1992,57.9866607691591,30.25
"albm","hadgem2-es","rcp85",1992,57.9866607691591,30.25
"albm","ipsl-cm5a-lr","rcp26",1992,57.9051483582923,30.25
"albm","ipsl-cm5a-lr","rcp60",1992,57.9051483582923,30.25
"albm","ipsl-cm5a-lr","rcp85",1992,57.9051483582923,30.25
"albm","miroc5","rcp26",1992,58.4638921506639,30.25
"albm","miroc5","rcp60",1992,58.4638921506639,30.25
"albm","miroc5","rcp85",1992,58.4638921506639,30.25
"clm45","gfdl-esm2m","rcp26",1992,55.8842626947949,30.25
"clm45","gfdl-esm2m","rcp60",1992,55.8842626947949,30.25
"clm45","gfdl-esm2m","rcp85",1992,55.8842626947949,30.25
"clm45","hadgem2-es","rcp26",1992,55.4156375257285,30.25
"clm45","hadgem2-es","rcp60",1992,55.4156375257285,30.25
"clm45","hadgem2-es","rcp85",1992,55.4156375257285,30.25
"clm45","ipsl-cm5a-lr","rcp26",1992,55.8496443142588,30.25
"clm45","ipsl-cm5a-lr","rcp60",1992,55.8496443142588,30.25
"clm45","ipsl-cm5a-lr","rcp85",1992,55.8496443142588,30.25
"clm45","miroc5","rcp26",1992,56.7040816326531,30.25
"clm45","miroc5","rcp60",1992,56.7040816326531,30.25
"clm45","miroc5","rcp85",1992,56.7040816326531,30.25
"lake","gfdl-esm2m","rcp26",1992,56.8721056259044,30.2499923706055
"lake","gfdl-esm2m","rcp60",1992,56.8721056259044,30.2499923706055
"lake","gfdl-esm2m","rcp85",1992,56.8721056259044,30.2499923706055
"lake","hadgem2-es","rcp26",1992,56.0460918618435,30.2499923706055
"lake","hadgem2-es","rcp60",1992,56.0460918618435,30.2499923706055
"lake","hadgem2-es","rcp85",1992,56.0460918618435,30.2499923706055
"lake","ipsl-cm5a-lr","rcp26",1992,56.345253649411,30.2499923706055
"lake","ipsl-cm5a-lr","rcp60",1992,56.345253649411,30.2499923706055
"lake","ipsl-cm5a-lr","rcp85",1992,56.345253649411,30.2499923706055
"lake","miroc5","rcp26",1992,57.1278921220553,30.2499923706055
"lake","miroc5","rcp60",1992,57.1278921220553,30.2499923706055
"simstrat-uog","gfdl-esm2m","rcp26",1992,57.6206362612613,30.25
"simstrat-uog","gfdl-esm2m","rcp60",1992,57.6206362612613,30.25
"simstrat-uog","gfdl-esm2m","rcp85",1992,57.6206362612613,30.25
"simstrat-uog","hadgem2-es","rcp26",1992,57.4284343103287,30.25
"simstrat-uog","hadgem2-es","rcp60",1992,57.4284343103287,30.25
"simstrat-uog","hadgem2-es","rcp85",1992,57.4284343103287,30.25
"simstrat-uog","ipsl-cm5a-lr","rcp26",1992,57.4219902867283,30.25
"simstrat-uog","ipsl-cm5a-lr","rcp60",1992,57.4219902867283,30.25
"simstrat-uog","ipsl-cm5a-lr","rcp85",1992,57.4219902867283,30.25
"simstrat-uog","miroc5","rcp26",1992,58.169672424595,30.25
"simstrat-uog","miroc5","rcp60",1992,58.169672424595,30.25
"simstrat-uog","miroc5","rcp85",1992,58.169672424595,30.25
"albm","gfdl-esm2m","rcp26",1993,58.333003419111,30.25
"albm","gfdl-esm2m","rcp60",1993,58.333003419111,30.25
"albm","gfdl-esm2m","rcp85",1993,58.333003419111,30.25
"albm","hadgem2-es","rcp26",1993,57.4626844223031,30.25
"albm","hadgem2-es","rcp60",1993,57.4626844223031,30.25
"albm","hadgem2-es","rcp85",1993,57.4626844223031,30.25
"albm","ipsl-cm5a-lr","rcp26",1993,58.4970588235294,30.25
"albm","ipsl-cm5a-lr","rcp60",1993,58.4970588235294,30.25
"albm","ipsl-cm5a-lr","rcp85",1993,58.4970588235294,30.25
"albm","miroc5","rcp26",1993,58.5302983219391,30.25
"albm","miroc5","rcp60",1993,58.5302983219391,30.25
"albm","miroc5","rcp85",1993,58.5302983219391,30.25
"clm45","gfdl-esm2m","rcp26",1993,56.0094274849477,30.25
"clm45","gfdl-esm2m","rcp60",1993,56.0094274849477,30.25
"clm45","gfdl-esm2m","rcp85",1993,56.0094274849477,30.25
"clm45","hadgem2-es","rcp26",1993,54.9818594104308,30.25
"clm45","hadgem2-es","rcp60",1993,54.9818594104308,30.25
"clm45","hadgem2-es","rcp85",1993,54.9818594104308,30.25
"clm45","ipsl-cm5a-lr","rcp26",1993,55.346468016567,30.25
"clm45","ipsl-cm5a-lr","rcp60",1993,55.346468016567,30.25
"clm45","ipsl-cm5a-lr","rcp85",1993,55.346468016567,30.25
"clm45","miroc5","rcp26",1993,56.0300347045014,30.25
"clm45","miroc5","rcp60",1993,56.0300347045014,30.25
"clm45","miroc5","rcp85",1993,56.0300347045014,30.25
"lake","gfdl-esm2m","rcp26",1993,57.091369197113,30.2499923706055
"lake","gfdl-esm2m","rcp60",1993,57.091369197113,30.2499923706055
"lake","gfdl-esm2m","rcp85",1993,57.091369197113,30.2499923706055
"lake","hadgem2-es","rcp26",1993,55.7406159325015,30.2499923706055
"lake","hadgem2-es","rcp60",1993,55.7406159325015,30.2499923706055
"lake","hadgem2-es","rcp85",1993,55.7406159325015,30.2499923706055
"lake","ipsl-cm5a-lr","rcp26",1993,56.32982287908,30.2499923706055
"lake","ipsl-cm5a-lr","rcp60",1993,56.32982287908,30.2499923706055
